 soba field , on the first day of rat, picking a pine tree,
 soft blowing grasses, and soft soft, green bamboo blind,
 softly snoring , the cat curled up, on the fan,
 softly softly, blanketed with snow , my residence,
 sold with a clump, of grass , firefly cage,
 solitude , that song the shrike, is singing ,
 solitude , under the fallen leaves, my ancestors,
 solitude , even on a low tide day, sumida river,
 solitude , whichever way i turn , violets ,
 some clear day , rainy season clouds again, on the mountain,
 some eat knotweed, some fly into flames , a matter of taste,
 some folks weave, and wear it , cotton of the rushes,
 some of them stick, to people young grasses, at their peak,
 some places up there, look deep , milky way,
 some proper spring , this is , snow at the gate,
 some sing all night, some eat knotweed , a matter of taste,
 some stay behind, in the green leaves , low tide crows,
 some stay behind, in the barley , low tide crows,
 someone chanting, the lotus sutra , plum blossoms,
 someone else's affair, you think , lanterns for the dead,
 someone has slapped on, a price tag , cherry tree,
 someone i know, has a similar face , pufferfish,
 someone recites, the lotus sutra , spring rain falls,
 someone's draped them, over the azaleas , bracken,
 something behind me, tingles my spine , cherry blossoms ,
 song of the katydid , even the field cow, a connoisseur,
 soon after blooming, pelted by rain , mountain cherry trees,
 soon as the mountain, cherry trees bloom , buddhist whatnots are attached,
 soon enough, for the murderer too , dew on the grass,
 soon enough, the deer will eat it , paper quilt,
 soot and dust dumping , i bow to plum blossoms, and camellias,
 soot sweeping , even the turtle by the pond, gets swiped,
 soot sweeping , toward the rising sun i aim, my nostrils,
 soot sweeping , i do it, with a doll,
 sound asleep, there is peace on earth , pond snail,
 sound of a horse, gobbling grass , fireflies flitting,
 sound of a loom , hidden in bamboo, a new year's kite,
 sound of river, sound of bird clapper , daybreak is near,
 sound of the ocean, north of the fence , night snow,
 soup bucket , the summer cloudburst, has passed,
 sowing a fistful, of wheat , sparrows at the gate,
 sowing a fistful, of wheat , temple nook,
 sowing herbs , the smell of fish cooking, a little past noon,
 sowing seeds to the edge, of the kettle's soot pile , herbs,
 sparkling fireflies , even the frog's mouth, gapes,
 sparrow babies, in plum blossoms, praise buddha ,
 sparrow parents too, bring their children , zenko temple,
 sparrows at the gate, beg for rice , soot sweeping,
 sparrows at the gate , a quarrel between brothers, breaks out,
 sparrows bathing, have scattered it , lotus water,
 sparrows chirp, in a garden nook here too , low tide,
 sparrows gather, and cheer , my snow buddha,
 sparrows spill their food , plum trees, in bloom,
 speak of the devil , a snipe takes flight , evening cool,
 speaking, this day's deepest thoughts , poppies,
 speaking truth, the rainy season's crack, of thunder,
 spear after spear, on new year's day, they pass,
 speeding along, a lazy day the singing, of a skylark,
 spelling japan , in the sand , the winter rain,
 splashed with slush, close to the ground , a monk's face,
 splashing me, the survivor , grassy dew,
 splish splash, with muddy straw sandals ,  happy new year ,
 splish splash, the sparrow takes, a blossom bath,
 splish splash, across the shallow river , a pheasant ,
 splish splash, a warm rain falls , autumn gale,
 splish splash, the white wall washed , by fresh leaves,
 splish splash, drenched in fifth month rain, lotus field,
 splish splash, the cat washes in the river , spring rain,
 splish splash, splash splish the rain , withered fields,
 spoonbill you walk, through that water, like it's chilly ,
 sporting with, the big cat's tail , a little butterfly,
 spotting three shoots, of new bamboo , the moonlit night,
 spotting wolf shit , the grass, is so cold ,
 spread eagle arms, legs opened wide , siesta,
 spread out, alongside the pestle, the new almanac,
 spreading a straw mat, at the gate's field , a locust lands,
 spreading as far, as hokkaido , buddha's law and blossoms,
 spreading so thick, what an eyesore , nettle tree,
 spreading tissue paper, sitting down , violets,
 spring at my gate , the first new year's greeting, from sparrows,
 spring at my hut , tall as a sleeping man, the mist,
 spring begins, as it has deigned to do, for a thousand ages,
 spring begins , on the hut's unlucky side, a grave,
 spring begins , forty three years, fed by strangers,
 spring begins , no reed mat over my head, fifty years now,
 spring begins , at least i'm human, fifty years now,
 spring begins , more foolishness, for this fool,
 spring begins , just saying it , green everywhere,
 spring begins , i send up my smoke, like everyone else,
 spring begins , in yoshino the faces, of fools,
 spring begins , two households, one house,
 spring begins , the obligatory, sparrows at the gate,
 spring begins , sparrows at my gate, with healthy faces,
 spring begins , even for a gate, without grass,
 spring begins , the future buddha in ten more, years of the dragon,
 spring beings , a mountain of rice, from one pine,
 spring blossoms , in the cherry grove, a worldly priest,
 spring blossoms , even in a farmhouse, amida buddha on display,
 spring breeze , in coat and trousers, a dandified beggar,
 spring breeze , on holy jizo's lips, a grain of rice,
 spring breeze , drying in the grass, a paper dog,
 spring breeze , going down to the east, a sumo wrestler,
 spring breeze , an eight penny play, a tea and dumpling shop,
 spring breeze , in coat and trousers, an edo beggar,
 spring breeze , two samurai, attend the dog,
 spring breeze , oman's cloth simply, blowing,
 spring breeze , the fence's tea strainer, blowing,
 spring breeze , a thicket mouse, caught by the dog,
 spring breeze , even a samurai is blown, down the slope,
 spring breeze , let the grass also, drink sake ,
 spring breeze , the mop on the fence, drying,
 spring breeze , the clay doll, gets some color,
 spring breeze , the little servant girl, has a short sword,
 spring breeze , on a night journey to see, higashi mountains,
 spring breeze , after twists and turns, hoga bridge,
 spring breeze , three ride the same horse, home,
 spring breeze , going down to echigo's, hongan temple,
 spring breeze , where my feet are pointed, i'm on my way,
 spring breeze , a dog stretched to sleep, in the ferryboat,
 spring breeze , a little thicket little festival, little pilgrim,
 spring breeze , a woman also crosses, mount hakone,
 spring breeze , her sleeves rustle over, mount matchi,
 spring breeze , though deep in the grasses, my home village,
 spring breeze , the pleasure quarter's, night life,
 spring breeze , when did you come out, noon moon ,
 spring breeze , across the field a parade, of light blue parasols,
 spring breeze , on the fence a pair, of red sandals,
 spring breeze , even while digging a garden, oils gushes out,
 spring breeze , golden flowers in bloom, on mount mutsu,
 spring breeze , even at night a market stand, on naniwa bay,
 spring breeze , forty nine old women, on the shinano road,
 spring breeze , the round reed hut's, one door,
 spring breeze , a fresh made moon, over the mountain,
 spring breeze , the great courtier, poops in the field,
 spring breeze , a female servant's, short sword,
 spring breeze , a mouse licking up, sumida river,
 spring breeze , monkey families too, take healing baths,
 spring breeze , over the game stones, ten at a time,
 spring breeze , purified at a shrine, the dog comes home,
 spring breeze , completely gone now, the holy men,
 spring breeze , packed with people, the mountain temple,
 spring breeze , a monk in a stole accompanies, the village elder,
 spring breeze , pilgrims on their way, to rites for the dead,
 spring breeze , a cow leads the way, to zenko temple,
 spring breeze , even a child has a winnow, two winnows ,
 spring breeze , the priest gives his sermon, walking along,
 spring breeze , the pine on the ridge, whispers it,
 spring butterflies , the cow has no desire, to be young again,
 spring butterfly, at the big sake cup , sip again ,
 spring comes simply, with a pale blue, sky,
 spring comes too, to the weed thatched house , evening rain,
 spring day , the outhouse sandals, are new,
 spring day , visible even after sunset, higashi mountains,
 spring departs , the old clothes buyer, ignores me,
 spring ends in the town , umbrella hat bamboo blind, vendors,
 spring evening , the bamboo fire feeding pipe, is a treasure,
 spring evening , he comes out to pet, the gourd,
 spring has sprung , but in every thicket snow, and more snow ,
 spring has sprung , a one day two day, sickle moon,
 spring is new , twenty days, in my winter coat,
 spring mist, and falling snow , my home mountains,
 spring mist , not taking up a hoe, a shameless loafer,
 spring mist , the place where money trees, are planted,
 spring moon , if i touched it, it would drip,
 spring peace , mount asama's smoke, and the noon moon,
 spring peace , in the great courtier's hem, dust,
 spring peace , after rain a gang war, garden sparrows,
 spring peace , the rained on field's, morning smoke,
 spring peace , smash goes the sake bottle, on mount matchi,
 spring peace , a mouse licking up, sumida river,
 spring peace , no plum blossoms yet, this first month,
 spring peace , a mountain monk peeks, through a fence,
 spring peace , last year which tree root, was my pillow ,
 spring rain, on an ancient road , the pickle vendor,
 spring rain , in the thicket, a discarded letter blows,
 spring rain , to help the digestion, a hot bath,
 spring rain , in an old keg, a plum tree blooms,
 spring rain , backsliding gamblers, and a night sermon,
 spring rain , the uneaten ducks, are quacking,
 spring rain , elsewhere the shrines, are wonderful,
 spring rain , beards in a row, at the paper door,
 spring rain , a little island too, blooms golden,
 spring rain , a sparrow begs, by my dinner tray,
 spring rain , showing a sake cup, calling foxes,
 spring rain , in my lover's sleeve, coins jingle,
 spring rain , he catches my yawn, dog at the gate,
 spring rain , here's my house's, evening pine,
 spring rain , mud dumplings too, gifts from afar,
 spring rain , crossing the two penny bridge, in vain,
 spring rain , the morning moon, is a clam shell,
 spring rain , at the edge of the spray, my dear one's gate,
 spring rain , better than the flowers of others, my little thicket,
 spring rain , at night too making love, on mount matchi,
 spring rain , in the window they haggle, over fish,
 spring rain , there's one window, per person,
 spring rain , a mouse licking up, sumida river,
 spring rain , hitting the windows, that cost me so much,
 spring rain , thatched with azaleas, the doghouse,
 spring rain , to the dinner tray's edge, the tea grove,
 spring rain , a child gives a dance lesson, to the cat,
 spring rain , ducks waddle waddle, to the gate,
 spring rain , one buddhist sermon, two haiku,
 spring rain , a delightful fire, under the kettle,
 spring rain , growing side by side, whispering pines,
 spring rain , gone vegetable picking, with a little lantern,
 spring snow, on my narrow sleeves , clinging,
 spring snow , on fresh laid reeds, it falls,
 spring snow , while it carouses, it falls,
 spring snow , not a single face, without a fan,
 spring snow sprinkles, the earth god's, festival song,
 spring sun , over the swishing grasses, gliding up,
 spring wind , my thatched roof, blown flat,
 spring wind , the writing brush rolls away, in the field,
 spring wind , even in the pillar's hole, pollen,
 spring's beginning, and bright moon are elsewhere , my hut,
 spring's begun , the sky over my house too, like old times,
 spring's begun , i even dream about, the grove of young pines,
 spring's begun , i say then see, the hole in the wall,
 spring's first butterflies , three couples , five couples ,
 spring's first butterfly, sleeps one night , dog's bowl,
 spring's first dawn , the priest pretending, to sweep,
 spring's first dawn , there's not a village, where it isn't,
 spring's first frog , another drop falls, from the twig,
 spring's first month, in the town , snow falling,
 spring's first rainbow, from the wheat field on my left, to the western snowcaps,
 springtime, yet it blooms reluctantly , the camellia,
 sprinkled in, with the new year's rain , flitting snow,
 sprinkled into, great edo , red plums,
 sprinkled on, the raftsman's rice , fireflies,
 squatting like he's vomiting, a man , croaking frog,
 squatting low, eye to eye , with the frog,
 squatting on the head, of a sleeping cow , a frog,
 squeezing in next, to my lover , quilt covered brazier,
 squirming, through the cherry blossoms , people,
 squirming, amid the heat shimmers, people,
 staggering, i'm the scarecrow's, replacement,
 stand of trees , even from poor grasses, flowering spring,
 stand of trees , the inevitable croaking, frog,
 stand of trees , my head too, withered and bare,
 standing, in the dying year's sun , nettle tree,
 standing at a six way, crossroads , withered grasses,
 standing dead center, in the downpour , a blind man,
 standing deep inside, the heat shimmers , weeds,
 standing in a world, of tranquility , the scarecrow,
 standing in the cloudburst, keeping her cool , maiden flower,
 standing on tiptoe, as night falls , croaking frog,
 standing tall, in the spring rain , nettle tree,
 standing within, the green willow , a warrior woman,
 staring at me, on and on , toad in the lilies,
 staring at the man, burning leaves , stone buddha,
 staring at the shoots, of new bamboo , buddha,
 starting the new year's luck, first stoke, of the fire,
 starvation gives way, to rice cakes , ninth month moon,
 staying behind , the nightingale's only, daughter,
 staying glued, to the banked fire , a priest,
 staying in the house, it bumped into , big firefly,
 stealthily, those have turned pale blue , cherry blossoms,
 steam from boiling soup, a fence , falling sleet,
 steam from my bath, and the moonlight , springtime ,
 steam on the bay, past midday , spring rain,
 stepchild , the kite covered with patches, is his,
 stepchild cherry blossoms , not stunted, at all,
 stepping one foot, in an edo garden,  cuckoo ,
 stepping over, the smudge pot to enter , my hut,
 sticking incense sticks, in the snow , new year's lucky direction,
 sticking my cane, in the mud , the year's first dawn,
 sticking sticking, to paper umbrellas , cherry blossoms,
 sticking their necks, into the temple hall, pheasants sing,
 sticking to, the bean curd soup , cherry blossoms,
 sticking to, her stick of candy , cherry blossoms,
 sticking to, the raftsman's rice , fireflies,
 sticking to, the young buck's butt , red leaves,
 sticking to the thicket, where she left her children , skylark,
 still i see them, how they were , bare winter trees,
 still no wife, his voice grows hoarse , katydid,
 still not in your hole, even now , water snake,
 still plum blossoms, my head by itself, bows,
 still singing, the insect drifts away , floating branch,
 still singing the insect, is swept away , floating branch,
 stillness , in the depths of the lake, billowing clouds,
 stinging bug, you too someday some time , dewy grass,
 stirred by people's voices, the greening, willow,
 stirring the potato vine, from behind , cloth pounding,
 stitching her eyes shut, makes the bird cry , cool air at the gate,
 stitching together, the short summer nights , croaking frogs,
 stockpiling rice, for little new year's , little nook of spring,
 stoking it, to find my shoes , lantern for the dead,
 stomping and singing, on rice cake and jelly , katydid ,
 stone buddha , who gave you wildflowers, to hold ,
 stone still, for the smelling horse , a frog,
 stone still, he lets the snow fall, colt in the pasture,
 stooping, to enter his house , sumo wrestler,
 stop again , with your lantern stop , a green insect,
 stop butterfly, once more stop , on the festival rice cake,
 stop butterfly, once more stop , on the sake cup,
 stop crying , spring's on its way, foolish plover,
 stop pestering , rice cakes are growing, on willow branches,
 stopping for tea, by rice fields so green , pilgrims to kyoto,
 stopping to count, my mosquito net's holes , sickle moon,
 stopping to watch, the evening pines , geese flying north,
 stopping to watch, three two , lanterns for the dead,
 stored away, with reverence , the scarecrow,
 stowed in the alcove, walking stick straw sandals , autumn dusk,
 stowing the good luck, of roasted beans , in my heart,
 straggly violets , the cherry blossom spring, has passed,
 straggly violets , here too, the moon's dwelling,
 straight for his head, heads, the bat,
 straight out of a full moon, painting , the geese depart,
 straight up , the smoke of holy gohei's, charcoal kiln,
 straight up and down , the mosquitoes swarm, a column,
 strange , the moon shining, while sleet falls,
 straw fence , coming down skillfully, a snail,
 straw fire , this year goes up, in smoke,
 straw mat marks, on my cheek , a cool breeze,
 straw mat marks, on my butt , a cool breeze,
 straw sandals and insects, dangling , deep tree shade,
 straw sandals for sale, dangle , cherry blossoms,
 straw sandals for sale, hang in the pine , pure water over moss,
 straw sandals stomp, on fallen blossoms , they snore,
 straw wrapped natto, smolders , little wood fire,
 stray cat, look the butterfly's, well behaved,
 stray cat, all the long night is this your job , yowling nearby,
 stretching her neck, the goose peeks in, my gate,
 stretching his neck, the turtle waits too , the year's first day,
 stretching its neck, the rice loaded horse, passes,
 stretching my legs, toward musashi plain , autumn dusk,
 stretching out, the hand's wrinkles , a new summer robe,
 stretching out, toward the first snow , lion puppet's head,
 stroke victim , even holding a paper fan, an ordeal,
 stuck, to the fish skewer, a bag of charcoal,
 stuck in a hole, in a stone signpost , a peony,
 stuck in his winnow, chopsticks and a charm , clear fall weather,
 stuck in his winnow, chopsticks and a charm , hailstones,
 stuck in the wrinkles, of my knees , hailstones,
 stuck to the dog, curled asleep , a butterfly,
 stuck up plum trees, blossoming white , fujiha temple,
 stuffing himself, on the morning dew, dragonfly,
 stumbling into, mosquito smudge smoke , a firefly,
 stuttering about, the olden days , a cuckoo,
 such a moon , yet he's under his fan, asleep,
 such chatter , even the field's insects, join in,
 such cool air , tanabata clouds, and evening,
 such cool air , big pearls little pearls, of dew,
 such cool air , just ankle deep, the little river,
 such intricate, wildflowers bloomed , in one short night,
 such is life , the burning field's bugs, a feast for birds,
 such is life , the gate's snow is forced, to melt,
 such is my homeland , blooming in rice fields, buckwheat,
 such is our age , rainy season thunder, but no rain,
 such is our world , even the moon, gets sick ,
 such roses of sharon , yet the village, looks empty,
 such sweet harmony, to be reborn, a meadow butterfly ,
 such yowling, don't turn to stone , lover cat,
 sucking on, the eternal youth ornament , sleeping child,
 sucking on the, mulberry leaf poem , the crawling child,
 sucking up, all the dewdrops , my thatched hut,
 suddenly, the dog stops barking , lotus blossoms ,
 suddenly a crowd, for the sumo match , moon at the gate,
 suddenly circling, the outdoor sermon , little butterflies,
 sumida river, even more old timey ,  cuckoo ,
 sumida river, from whence will spring's dusk, come ,
 sumiyoshi , even the rice planting girls, are worshipped,
 sumiyoshi , growing up together, the cicadas sing,
 sumiyoshi's lamps, die out again , autumn wind,
 summer cicada , even in his lovemaking break, singing ,
 summer cool , the puffy clouds, like handballs,
 summer cool , the gate to buddha's, pure land,
 summer dawn , riding an ox asleep, the hay cutter,
 summer evening , they watch from two houses, wildflowers,
 summer heat , today all day, the playful clouds,
 summer kimono , a present for my bride, in shinano,
 summer kimono , the rain kindly, washes it,
 summer kimonos, the color of blue sky , morning pilgrimage,
 summer kimonos too, cut to show shins , festival,
Êsummer lightning, reveal in the night, the hidden streets,
 summer moon , there's no such thing, as a flawless night,
 summer moon , this river beach crowd, gone tomorrow,
 summer moon , in one pet of the post, it's dawn,
 summer moon , in the vacant lot a ruckus, of voices,
 summer mountain , dewdrops in the grass, all shapes and sizes,
 summer mountain , nightingale pheasant, and cuckoo ,
 summer mountain , the maiden flower, happy by herself,
 summer mountain , a glowing, little pilgrim,
 summer mountain , a world, of flowerless vines,
 summer mountain , with each step more, of the sea,
 summer mountain , just when i sight kyoto, rain ,
 summer mountain , an excessively polite, red flower,
 summer mountain , a flower even buddha, would hate,
 summer night , the moon by the river, just a sliver,
 summer night , like a lump of fried rice, mount fuji,
 summer night , the disdained gate's, wildflowers,
 summer seclusion , every night the toad, comes calling,
 summer's early dawn , in a dark little corner, a willow,
 summer's early dawn , dwindling night reveals, a willow,
 summer's first bonito , even at the mountain's edge, a taste of edo,
 summer's first bonito , just tiny slices, for sale,
 summer's young bamboo , joyful , joyful ,
 sumo champion , he won't even step, on a bug,
 sumo match , from trees the frogs too, cheer,
 sumo wrestler , for you this maiden, flower,
 sunny day rain, has splashed the kite , it seems,
 sunrise , ten deer at least, singing in pairs,
 sunset, takes the cloudburst's, place,
 sunset , a ruckus of cherry blossoms, a ruckus of trout,
 sunset , she calls for her child, in the blooming rushes,
 sunset , an assembly of kites, in the sky over the town,
 sunset , tears shine in a frog's eyes, too,
 sunset , the town is buzzing, with dragonflies,
 sunset bell , one ear covered, with my paper fan,
 sunset's bell, finishes it off , year's last day,
 surprising, the gardener , out of season blooms,
 surrendering it, to the nesting birds , my hut,
 suruga road , even the butterflies dream, about mount fuji,
 surveying also, bloody clams , plum blossoms,
 surviving, and surviving , how cold it is ,
 swallows , these peach blossoms belong, to you,
 swallows join in, the festival , irises,
 swallows return, on the day eaves are thatched, with irises,
 swallows watch the people, come and go , deep wooded mountains,
 swarm of mosquitoes , a five foot tall, chrysanthemum,
 swarming 'round, the boat hauler's legs , fireflies,
 swarming flies, how do my wrinkled hands, taste ,
 swat swat , the escaping fly buzzes, with laughter,
 swatting a fly, looking at, a mountain,
 swatting a fly, on buddha's holy, head,
 swatting a fly, but hitting, the buddha,
 swatting a fly, and a blooming, wildflower,
 swatting prayer beads, at a pesky mosquito , memorial service,
 sweat drops from cows, from horses , blades of grass,
 sweeping dirt, off the horse's back , autumn dusk,
 sweeping fleas, onto the highway , moonlit night,
 sweeping off three drops, of rain in passing , paper fan,
 sweeping sleet , at the rafter's metal tip, a bright moon,
 sweeping snow , even off the head, of holy jizo,
 sweeping soot, with careful aim , at the pilgrim,
 sweeping soot, the sun sets in peace , vegetable field,
 sweeping soot , in the high priest's chamber, a lonely cauldron,
 sweeping soot , off daffodil plum blossom, camellia,
 sweeping soot , in the east a red, dawn sky,
 sweeping soot , even the sparrow's bed, in the thicket,
 sweeping soot , plum blossoms at the gate, indifferent,
 sweeping the soot, washing the pine , sickle moon,
 sweeping the soot, washing the fence , sickle moon,
 sweeping them off, the cow's back , fireflies,
 sweeping them off, the horse's back , fireflies,
 sweet jelly, along with the plume grass, sways,
 sweet jelly , from a cow's back, is served,
 sweltering heat , the knotweed eating bug, in fine mood,
 swift footed it flees , cloudburst , cloudburst ,
 swinging on the swing, clutching, cherry blossoms,
 swinging the broom, underneath asleep, little butterfly,
 swish swish, his body's husk , dragonfly,
 swish swish, spring is departing , field of grass,
 swish swish, writing with my cane , year's first calligraphy,
 tagging along, for the meal , the cat's lady friend,
 takai field , just one blossom cloud, on a trunk,
 takasago , shouting away demons, a toothless one too,
 take a peek, in hell's mirror , lover cat,
 take a shortcut, through the hedge , the willow suggests,
 take a shortcut though me , the willow, suggests,
 take pity, on the flitting butterfly , scarecrow,
 taking a dip, in the creek's bath water , little butterfly,
 taking a leak, he keeps on croaking , frog,
 taking a leak, adding to the dew , kogane field,
 taking a seat, on the pine's branch , moon gazing,
 taking a siesta, with the farmer , a snail,
 taking a tiny trip, to see and be seen , new summer robes,
 taking aim, at the blooming cockscomb , slanting winter rain,
 taking care to stretch it, over the head , new summer robe,
 taking credit, for glorious nikko , cuckoo,
 taking credit, for the good wind , reed thrush,
 taking credit, for the cool breeze , reed thrush,
 taking flight, and a leak , croaking frog,
 taking it easy, the mouse sleeps too , spring rain,
 taking no notice, of such a moon , little house,
 taking off his umbrella hat, a bald priest , rice planting song,
 taking stock, of this old body , spring's first dawn,
 taking the cloudburst's, place, just teardrops,
 taking their leave, in the flowery third month , radishes,
 taking turns, with the prayer gong , mountain cuckoo,
 taking turns, guarding the nest , parent sparrows,
 taking turns, down the little waterfall , red leaves,
 taking two helpings, of new year's gifts , little boy,
 taking up the holy man's, chant , croaking frogs,
 talking about this mountain, and that , cool air at the gate,
 tama river , in the temple's cool evening, pounding cloth,
 taming the flesh, he moves through thorns , a frog,
 taming the flesh, he enters a shrine , frog,
 tanabata in great japan , one out of three, are male,
 tanabata night, in kyoto the same, autumn mountain,
 tanabata night , in the field maiden flowers, and boy flowers,
 tanabata night , straight from the heavens, maiden flowers,
 tanabata night , the well behaved children, of beggar town,
 tanabata night , a single eggplant, standing up,
 tanabata night , even in beggar town, star gazing boats,
 tea cakes jumping, on the hanging shelf , cloth pounding,
 tea is steaming, at the mountain temple , first winter rain,
 tea leaves picked, and pines trimmed , house on the hill,
 tea smoke , my year's first water, from sumida river,
 tea smoke , buddha's little rice field, is planted too,
 tea smoke , into the butterfly's face, it blows,
 tea smoke , the upland rice, trusts in the dew,
 tea smoke , the hut's rice seedlings, turning green,
 teaching how to, praise buddha , the geese depart,
 teasing a butterfly, with his tail , the kitten,
 teasing us, two or three times , a firefly,
 teeth to harden, this new year's meal , not even one,
 tell passers by, my door lock's broken , plum blossoms,
 temple grounds , a snake too sheds, his worldly robe,
 temple in the thicket , even at night now and then, cicada song,
 temple in the thicket , from amida buddha's lap, fireflies,
 temple mountain , a baby tumbles, a butterfly flits,
 temple mountain , buzzing into my sleeve, a cicada,
 temple mountain , the dog also barks, at a scarecrow,
 temple mountain , under a spring moon heading, to a poem party,
 temple nuns , it takes two, yanking the radish,
 temple road , his aged mother rides, the snow sled,
 temple tea , the cat is served, too,
 temple to temple, with no rhythm , cherry blossoms fall,
 temple toddler , how long will you wear, your little red kimono ,
 temple town , for the dog too, an equinox dumpling,
 temple visit , don't choke on the pipe smoke, baby sparrow ,
 temporary shrine , acting like he owns it, a snail,
 ten cloudy days , this is getting old, cuckoo ,
 ten forecasters, all wrong , rain on the blossoms,
 ten kittens, ten, different colors,
 ten nights of, winter prayers ten nights, of moon,
 tengu's mushrooms sprout , the entrance, to a haunted place,
 tenth month, on the tenth day , hail,
 tenth month's, venerable twelfth day , first winter rain,
 tethered now, how he snores , the lover cat,
 thanks to the wind, they are precious , billowing clouds,
 that croaking at the plum tree, is growing old , frog,
 that dancer's voice , just like mother's, like mother's ,
 that dog ought to poop, pure gold , blossom shade,
 that farmer, draining his rice field , lonely too ,
 that fawn , how old is it , blooming bush clover,
 that gentle, moon gazing face , a scarecrow,
 that grass over there, won't be cut , katydid,
 that one by itself, is my star , milky way,
 that one is, tomorrow night's dinner , radish,
 that shape's watching me, watching him , thin mist,
 that temple bell, sounds like ueno's , clouds of blossoms,
 that they're no good at dying, again can be seen , cherry blossoms,
 that thicket, is reserved for you , katydid,
 that voice, he's a young one , earthworm,
 that voice of yours, too shrill , cuckoo,
 that way, the stones sing too , cuckoo,
 that's a heavy load, to be hauling , cuckoo,
 that's a poor excuse, for rain , sings the cuckoo,
 that's my house, about two miles away , evening cloth pounding,
 thatched house , everything drenched, by the autumn rain,
 thatched house , catching and releasing, fireflies,
 thatched house , on the doll's face dripping, rain,
 thatched hunting huts , in the mood, for mount fuji,
 thatched hut , the year's last rice cakes, are bought,
 thatched hut , the chrysanthemum hit first, by winter rain,
 thatched hut , like everyone the child changes, to summer clothes,
 thatched roof , the bird has added, an ear of barley,
 thatched roof , the irises piercing it, bloom,
 thatched roof , how many ears of barley, did birds bring ,
 thatched with, morning glories, my little hut,
 the abbot's monkey, hauls potatoes , steady winter rain,
 the aging gourd, and i, cast our shadows,
 the ancestors come, and inspect it , rice field by the gate,
 the antelope's, mouth opens wide , plum blossoms,
 the anti insect charm, flutters flutters , withered fields,
 the antler, that the big buck shed , my pillow,
 the ants rush, to make a road , buddha's birthday flowers,
 the ants' road, from peaks of clouds, to here,
 the arrowroot vine, holds on tight , a post,
 the astringent persimmon tree's, reluctant, blossoms,
 the autumn fly's, final sleeping spot , paulownia leaf,
 the autumn wind, twisting and turning, enters my gate,
 the autumn wind, blows as if it knows, i'm an orphan,
 the baby at her breast, wants to eat , cherry blossoms,
 the baby bird chirping, even to the old man,  come come ,
 the baby bird's eyes, riveted on mother , molting ,
 the baby monkey, puts it to good use , field of flowers,
 the baby sparrow, cheep cheep cheep , he cries,
 the baby sparrow, splish splash bathes , in buddha's tea,
 the baby sparrow, chirps inside it , rice gourd,
 the baby sparrow, is allowed to play , tatami mat,
 the baby swallow's, flying lesson , off the horse's rump,
 the back gate, opens on its own , a long day,
 the back yard suits, the reed thrush , thatched house,
 the backstreet, is the dog's toilet, first snowfall,
 the bagworm, sings a song ,  i love rice cake ,
 the bagworm, has strong karma , fifth month rain,
 the bagworm, sings a song dangling, from a branch,
 the bald mountain too, memorize by sight , geese flying north,
 the bamboo grass shade, an empty hope , little trout,
 the bamboo shoots suffer, this crappy world's, storm,
 the barking dog, is wearing a robe , of mist,
 the barley harvesters, show no mercy , young bamboo,
 the barley's autumn, like real autumn , cold drizzle,
 the barrier guard, scolds him in passing , lover cat,
 the barrier guard's, wormwood burn sores in vogue , plum blossoms,
 the bats too, live in a storehouse , great edo ,
 the bats' home, getting on in years , the post,
 the beards of grasses, tickling me , evening cool,
 the beards of grasses, in a mood for rain , night before the harvest moon,
 the beards of millet, in good health , such heat ,
 the beautiful courtesan, pets the child , twelfth month singer,
 the beehive, hushes up , a buddhist sermon,
 the beehive dangles, heavily above , pure water,
 the beehive dangles, from the deva king's, wrist,
 the bees with children, are work a holics , making honey,
 the beggar child, plucks and sings , summer moon,
 the beggar child prays, with trembling voice , for a doll,
 the begging actors, pay a visit , parents and children,
 the bell clangs,  come to mosquito country , come come ,
 the bell of life passing , o flies and worms, listen well ,
 the bent nail, its hanging place , rice dumpling,
 the best new year's, present , her pink cheeks,
 the big cat, comes yowling for love, falsetto,
 the big cat, flops down to sleep, on the fan,
 the big cat, worn out from lovemaking, snores,
 the big cat hides, to piss , snow on the blossoms,
 the big cat sleeps, in the same seat , with the doll,
 the big cherry blossoms , no buyers, at all,
 the big chestnut, shares his prickly home, with a worm,
 the big chrysanthemum, wears a straw hat , falling sleet,
 the big chrysanthemum, wears a straw hat , morning snow,
 the big crane walks, with great importance , violets,
 the big dog, wriggles in butt first , snow shed,
 the big dog, begs for a souvenir , winter prayers,
 the big horse, rubs his butt, on cherry blossoms,
 the big horse, rubs his rump , plum blossoms in the field,
 the big horse's mouth, can't reach it , blooming irises,
 the big nettle tree, as his shield , croaking frog,
 the big rain, gushing down, little butterfly,
 the big temple, looks empty , summer trees,
 the big willow, has become the village's, trademark,
 the bill collector, with shoes on steps inside, to the hearth,
 the bird flies off, making a mental note , the big gourd,
 the bird is singing, but it ain't blooming , plum tree,
 the bird nest, in plain sight for all to see , nettle tree,
 the bird of karma, circles the trap , steady winter rain,
 the bird's nest too, in the unlucky direction , mount hie,
 the birds have left, the chopped down pine , evening's red leaves,
 the blabbering fool, pokes out his nose to sniff , a cold night,
 the black gate, just half visible , spring rain,
 the black kite's nest too, in the unlucky direction , mount hie,
 the black ones, sown by a crow , heads of barley,
 the black the green , the brown , insect chorus,
 the blacksmith basks, in the cool air , night work,
 the blessed priest, won't see it in his next life , grafted tree,
 the blind priest, with his red bowl , shooing flies,
